HuMAP3_ID,ComplexConfidence,Uniprot_ACCs,genenames
huMAP3_06323.1,2,P36952 O00204 O60218 P29373 Q14134 P09601 P40763 P58107 Q9BQ50 Q9Y6R7 O75223 P13796 P19971 Q92817 O60437,SERPINB5 SULT2B1 AKR1B10 CRABP2 TRIM29 HMOX1 STAT3 EPPK1 TREX2 FCGBP GGCT LCP1 TYMP EVPL PPL
huMAP3_06324.1,2,Q96N66 Q5HYI8,MBOAT7 RABL3
huMAP3_06325.1,2,O43776 P23193 P39748 Q99986,NARS1 TCEA1 FEN1 VRK1
huMAP3_06326.1,2,Q9NTX9 Q5T4D3 Q9UMY4,FAM217B TMTC4 SNX12
huMAP3_06327.1,2,O15075 Q99541 O43602,DCLK1 PLIN2 DCX
huMAP3_06328.1,2,Q8IV63 Q02446,VRK3 SP4
huMAP3_06329.1,2,Q5F1R6 Q14807 Q13685 Q8WTP8,DNAJC21 KIF22 AAMP AEN
huMAP3_06330.1,2,Q8IWE4 Q9UN70,DCUN1D3 PCDHGC3
huMAP3_06331.1,2,Q9HCH0 Q8N3X6 O94818,NCKAP5L LCORL NOL4
huMAP3_06332.1,2,O15213 Q9Y3A4,WDR46 RRP7A
huMAP3_06333.1,2,E7ETH6 Q7L2R6 Q7Z7K2 Q8TF20 Q9Y2A4 Q9Y2G7,ZNF587B ZNF765 ZNF467 ZNF721 ZNF443 ZFP30
huMAP3_06334.1,2,Q9H147 Q6PJG2 Q96PN7,DNTTIP1 MIDEAS TRERF1
huMAP3_06335.1,2,Q96SF2 Q8IYR2 O95243 Q7Z628,CCT8L2 SMYD4 MBD4 NET1
huMAP3_06336.1,2,Q15776 Q9BRR0 O14709 O43167 P59923 Q6IQ21 Q96IR2 Q9NQV6 Q9UL36,ZKSCAN8 ZKSCAN3 ZNF197 ZBTB24 ZNF445 ZNF770 ZNF845 PRDM10 ZNF236
huMAP3_06337.1,2,Q15031 Q4J6C6,LARS2 PREPL
huMAP3_06338.1,2,Q9HAB3 Q69YU5 Q9H3K2,SLC52A2 UQCC6 GHITM
huMAP3_06339.1,2,D6RGX4 Q86YD7 A6NLU0 Q9UGL1,FAM90A26 FAM90A1 RFPL4A KDM5B
huMAP3_06340.1,2,P50552 Q8N8S7 Q15942 Q9UI08,VASP ENAH ZYX EVL
huMAP3_06341.1,2,Q8WUF5 Q96KQ4 A6NKD9 O60927 Q15834 Q7Z3T8 P36873 P41236 P62136 P62140 Q02833 Q12972 Q15435 Q8NI77 Q96S65 Q9H175 Q9H788 Q8IWU2 Q9HCD6 Q9UPR0 Q9UQ13 Q6PJW8,PPP1R13L PPP1R13B CCDC85C PPP1R11 CCDC85B ZFYVE16 PPP1CC PPP1R2 PPP1CA PPP1CB RASSF7 PPP1R8 PPP1R7 KIF18A CSRNP1 CSRNP2 SH2D4A LMTK2 TANC2 PLCL2 SHOC2 CNST
huMAP3_06342.1,2,Q5M9Q1 Q9P2K5 Q9UJV9 Q8N5F7,NKAPL MYEF2 DDX41 NKAP
huMAP3_06343.1,2,O75694 Q13519,NUP155 PNOC
huMAP3_06344.1,2,E7ETH6 Q7Z7K2 Q8TF20 Q8WV37 Q9Y2A4 Q9Y2G7,ZNF587B ZNF467 ZNF721 ZNF480 ZNF443 ZFP30
huMAP3_06345.1,2,Q8TBC5 Q9BRR0 Q96N95 P17028 Q96JS3 P28698,ZSCAN18 ZKSCAN3 ZNF396 ZNF24 PGBD1 MZF1
huMAP3_06346.1,2,A0AVI4 Q9H2X9 P16389 Q9UKP6,TMEM129 SLC12A5 KCNA2 UTS2R
huMAP3_06347.1,2,Q9UM22 P22749,EPDR1 GNLY
huMAP3_06348.1,2,Q8N4W6 O95274 Q7Z404,DNAJC22 LYPD3 TMC4
huMAP3_06349.1,2,Q9Y2D5 P10644 Q9BSF0 Q68DQ2 Q8N6U8 Q9UI33 O75969,PALM2AKAP2 PRKAR1A C2orf88 CRYBG3 GPR161 SCN11A AKAP3
huMAP3_06350.1,2,Q9H4Z2 P08865 Q9NYK6,ZNF335 RPSA EURL
huMAP3_06351.1,2,Q13322 Q6PJI9 Q16656,GRB10 WDR59 NRF1
huMAP3_06352.1,2,A6PVS8 Q9H254 P30872,LRRIQ3 SPTBN4 SSTR1
huMAP3_06353.1,2,Q13263 Q15973 Q2M3X9 Q5JUW0 Q7Z2F6 Q9NYT6,TRIM28 ZNF124 ZNF674 KRBOX4 KRBOX5 ZNF226
huMAP3_06354.1,2,Q14966 Q8IXT5 P49750 Q92804 Q92841 Q9Y2Y9 P78332,ZNF638 RBM12B YLPM1 TAF15 DDX17 KLF13 RBM6
huMAP3_06355.1,2,Q69YN2 Q86XA0 Q9NVM6 Q9UMS4 P13994 Q99459 Q9GZR1 Q9P013 Q92733 Q96DF8,CWF19L1 METTL23 DNAJC17 PRPF19 YJU2B CDC5L SENP6 CWC15 PRCC ESS2
huMAP3_06356.1,2,Q86W47 Q9H3N1 O75324,KCNMB4 TMX1 SNN
huMAP3_06357.1,2,P62745 Q8N5V2,RHOB NGEF
huMAP3_06358.1,2,Q8TBP6 A6ZKI3,SLC25A40 RTL8C
huMAP3_06359.1,2,Q9NPA3 Q13085,MID1IP1 ACACA
huMAP3_06360.1,2,Q96GX8 Q5HYJ3 Q96SZ5,C16orf74 FAM76B ADO
huMAP3_06361.1,2,O95490 P54707 P54709 O95864 Q9UGV2,ADGRL2 ATP12A ATP1B3 FADS2 NDRG3
huMAP3_06362.1,2,Q13387 Q92565,MAPK8IP2 RAPGEF5
huMAP3_06363.1,2,O43823 O43347,AKAP8 MSI1
huMAP3_06364.1,2,Q6P0N0 O95999,MIS18BP1 BCL10
huMAP3_06365.1,2,P51648 Q66K14 Q6ZT07,ALDH3A2 TBC1D9B TBC1D9
huMAP3_06366.1,2,A6NFI3 O75467,ZNF316 ZNF324
huMAP3_06367.1,2,A1A4S6 A6NI28 Q9UNA1 Q7Z6G8 Q8TDZ2 O60890,ARHGAP10 ARHGAP42 ARHGAP26 ANKS1B MICAL1 OPHN1
huMAP3_06368.1,2,P15621 Q96RU7 Q9P215,ZNF44 TRIB3 POGK
huMAP3_06369.1,2,Q9GZY0 P35658 O15504 P37198 P52948 Q7Z3B4 Q99567 Q9BVL2 P78406 Q53GS7 Q9UBU9 Q9UKK6,NXF2;NXF2B NUP214 NUP42 NUP62 NUP98 NUP54 NUP88 NUP58 RAE1 GLE1 NXF1 NXT1
huMAP3_06370.1,2,Q9NQW7 Q9BPZ2 Q56A73 Q86U90,XPNPEP1 SPIN2B SPIN4 YRDC
huMAP3_06371.1,2,Q9H741 Q9H1A3,SPRING1 METTL9
huMAP3_06372.1,2,Q14002 P32249 Q03167 Q8NCB2 Q99075 O75487 P05230 P35052,CEACAM7 GPR183 TGFBR3 CAMKV HBEGF GPC4 FGF1 GPC1
huMAP3_06373.1,2,P35227 Q96GD3 O95503 P34981,PCGF2 SCMH1 CBX6 TRHR
huMAP3_06374.1,2,Q8IYV9 Q96KN1,IZUMO1 LRATD2
huMAP3_06375.1,2,Q96PZ2 Q5QNW6 Q8N3Z6 Q96K80,FAM111A H2BC18 ZCCHC7 ZC3H10
huMAP3_06376.1,2,Q9NUJ1 Q9NP81 Q9P0J7 Q5T4S7,ABHD10 SARS2 KCMF1 UBR4
huMAP3_06377.1,2,Q9BV73 Q7Z3B4,CEP250 NUP54
huMAP3_06378.1,2,Q8N8A6 Q9Y2R4 Q9NX24,DDX51 DDX52 NHP2
huMAP3_06379.1,2,Q12769 O95373,NUP160 IPO7
huMAP3_06380.1,2,B2RXF5 O15090 O75362 Q92618 P56545 Q13363 O60315,ZBTB42 ZNF536 ZNF217 ZNF516 CTBP2 CTBP1 ZEB2
huMAP3_06381.1,2,Q6PI47 Q9NRN9 P20783 P00915,KCTD18 METTL5 NTF3 CA1
huMAP3_06382.1,2,Q5TA45 Q96CB8 Q8N201 Q96HW7 Q9H0H0,INTS11 INTS12 INTS1 INTS4 INTS2
huMAP3_06383.1,2,Q71UM5 P08240 Q15477 Q16698 Q6PGP7,RPS27L SRPRA SKIC2 DECR1 SKIC3
huMAP3_06384.1,2,P27037 Q8NC42 P23458,ACVR2A RNF149 JAK1
huMAP3_06385.1,2,Q0GE19 Q7Z388 Q9UHF3,SLC10A7 DPY19L4 NAT8B
huMAP3_06386.1,2,P19784 P68400 Q8NDY6 P67870 Q6ZNA4 Q9BW71 Q9HCM7 Q86SE9 Q8WXX7 Q9P1Y6,CSNK2A2 CSNK2A1 BHLHE23 CSNK2B RNF111 HIRIP3 FBRSL1 PCGF5 AUTS2 PHRF1
huMAP3_06387.1,2,Q8TE56 Q8TE59 Q13296 Q76B58 Q5JPE7 Q969Y0,ADAMTS17 ADAMTS19 SCGB2A2 BRINP3 NOMO2 NXPE3
huMAP3_06388.1,2,O15162 Q15038 Q96S66 Q9H902,PLSCR1 DAZAP2 CLCC1 REEP1
huMAP3_06389.1,2,Q5TYX0 Q9H0Q3 P78333,PRAMEF5 FXYD6 GPC5
huMAP3_06390.1,2,P53609 Q93096 Q99733 P49354 Q13574,PGGT1B PTP4A1 NAP1L4 FNTA DGKZ
huMAP3_06391.1,2,P08621 O75494 Q86VM9 Q9NYF8 Q9Y2W1 P62995 Q09161 Q13242 Q13595 Q16629 Q7Z6E9 Q8TAD8 Q9UHC7 Q9UQ35 Q9BXP5 Q9H307,SNRNP70 SRSF10 ZC3H18 BCLAF1 THRAP3 TRA2B NCBP1 SRSF9 TRA2A SRSF7 RBBP6 SNIP1 MKRN1 SRRM2 SRRT PNN
huMAP3_06392.1,2,Q06190 Q9UK33,PPP2R3A ZNF580
huMAP3_06393.1,2,P28358 Q96CT2 Q9UJP4 P31269,HOXD10 KLHL29 KLHL21 HOXA9
huMAP3_06394.1,2,B1AHC3 Q00G26 Q8WXA8,PRR5-ARHGAP8 PLIN5 HTR3C
huMAP3_06395.1,2,Q9BR76 Q05682 Q96C19 P27816 Q07157 Q14247 Q9BZZ5 Q9UDY2,CORO1B CALD1 EFHD2 MAP4 TJP1 CTTN API5 TJP2
huMAP3_06396.1,2,A1A4S6 Q9UNA1 Q7Z6G8 O60890,ARHGAP10 ARHGAP26 ANKS1B OPHN1
huMAP3_06397.1,2,Q8IUX1 O14561 O95299 O96000 Q8N0U4 Q96LL9 Q9BU61 Q9NX14 Q9P032 Q9P0J0 Q9UI09 Q9Y375 O00217 O15239 O43181 O43674 O43676 O43678 O43920 O75251 O75306 O75380 O75438 O75489 O95139 O95167 O95168 O95169 O95178 O95182 O95298 P03886 P03891 P03897 P03905 P03915 P17568 P19404 P28331 P49821 P51970 P56181 P56556 Q16718 Q16795 Q9Y6M9 Q9BQ95 Q9H845 Q9GZY4,TMEM126B NDUFAB1 NDUFA10 NDUFB10 FAM185A DNAJC30 NDUFAF3 NDUFB11 NDUFAF4 NDUFA13 NDUFA12 NDUFAF1 NDUFS8 NDUFA1 NDUFS4 NDUFB5 NDUFB3 NDUFA2 NDUFS5 NDUFS7 NDUFS2 NDUFS6 NDUFB1 NDUFS3 NDUFB6 NDUFA3 NDUFB4 NDUFB8 NDUFB2 NDUFA7 NDUFC2 MT-ND1 MT-ND2 MT-ND3 MT-ND4 MT-ND5 NDUFB7 NDUFV2 NDUFS1 NDUFV1 NDUFA8 NDUFV3 NDUFA6 NDUFA5 NDUFA9 NDUFB9 ECSIT ACAD9 COA1
huMAP3_06398.1,2,Q8IYJ1 Q9HCH3,CPNE9 CPNE5
huMAP3_06399.1,2,Q9H2A9 O43852 Q14257,CHST8 CALU RCN2
huMAP3_06400.1,2,Q9Y4E8 Q8IZH2,USP15 XRN1
huMAP3_06401.1,2,Q9BSJ5 P40939 P55084,MTNAP1 HADHA HADHB
huMAP3_06402.1,2,P52848 P52849 P61221,NDST1 NDST2 ABCE1
huMAP3_06403.1,2,Q9NRG0 Q9NRF9 Q9NRL2,CHRAC1 POLE3 BAZ1A
huMAP3_06404.1,2,P63220 Q86YQ8,RPS21 CPNE8
huMAP3_06405.1,2,P20309 Q6XUX3 Q9Y3E5,CHRM3 DSTYK PTRH2
huMAP3_06406.1,2,Q92628 Q9H4G1 Q00604,KIAA0232 CST9L NDP
huMAP3_06407.1,2,Q8N9Q2 O15131 O60684 P52294 Q6IQ16 Q9BW19 Q9UKX7 O43148 O43791,SREK1IP1 KPNA5 KPNA6 KPNA1 SPOPL KIFC1 NUP50 RNMT SPOP
huMAP3_06408.1,2,Q7RTP6 Q49MI3,MICAL3 CERKL
huMAP3_06409.1,2,Q14119 P30203,VEZF1 CD6
huMAP3_06410.1,2,A0AVI4 Q9H2X9 P16389 Q8N4S7,TMEM129 SLC12A5 KCNA2 PAQR4
huMAP3_06411.1,2,Q330K2 Q12841,NDUFAF6 FSTL1
huMAP3_06412.1,2,D6RGH6 Q14188 Q96GY3 Q01094 Q14209 Q15329,MCIDAS TFDP2 LIN37 E2F1 E2F2 E2F5
huMAP3_06413.1,2,Q86UK0 Q96JY6 P00488 Q9NR56 Q9NUK0 Q9NZD2,ABCA12 PDLIM2 F13A1 MBNL1 MBNL3 GLTP
huMAP3_06414.1,2,Q96AG4 O15530 Q9Y394 Q9Y4P3,LRRC59 PDPK1 DHRS7 TBL2
huMAP3_06415.1,2,Q5JRX3 Q9BXF9 Q9BYZ8,PITRM1 TEKT3 REG4
huMAP3_06416.1,2,Q96LR2 Q8N3X1,LURAP1 FNBP4
huMAP3_06417.1,2,Q9UNS1 Q9BRT9 Q9BRX5 Q9BVW5 Q9HAW4 Q9Y248 P25205 P33992,TIMELESS GINS4 GINS3 TIPIN CLSPN GINS2 MCM3 MCM5
huMAP3_06418.1,2,Q96F46 Q9UMR5,IL17RA PPT2
huMAP3_06419.1,2,Q8IV77 Q8TD43 Q13563,CNGA4 TRPM4 PKD2
huMAP3_06420.1,2,Q9NWC5 Q14681 Q9NZV8,TMEM45A KCTD2 KCND2
huMAP3_06421.1,2,P0CJ79 Q5VV52 O60383 Q9UHQ1,ZNF888 ZNF691 GDF9 NARF
huMAP3_06422.1,2,Q86Y91 Q8NI77 Q9NQT8 Q96EK5 Q9NS87,KIF18B KIF18A KIF13B KIFBP KIF15
huMAP3_06423.1,2,P30533 O75096 P98164 Q07954 Q14114,LRPAP1 LRP4 LRP2 LRP1 LRP8
huMAP3_06424.1,2,Q9Y4E5 Q9NR55 Q6ICC9 Q9ULX9,ZNF451 BATF3 RTL6 MAFF
huMAP3_06425.1,2,Q8NE79 Q8N729,BVES NPW
huMAP3_06426.1,2,Q96MX6 Q9BT43 O14802 O15160 O15318 O15446 O95602 P05423 P0DPB6 P19388 P24928 P52434 P53803 P61218 P62875 Q3B726 Q6EEV4 Q9BUI4 Q9GZS1 Q9H1D9 Q9H9Y6 Q9NVU0 Q9NW08 Q9NWS0 Q9P1U0 Q9Y2Y1 Q9Y535 O15212 Q9BWH6 Q9H6T3 Q9NUG6 O75575 O94763 Q9H9Y4 Q9HCN4 Q9NYV6 Q9UHW5 Q9UBK9,DNAAF10 POLR3GL POLR3A POLR1C POLR3G POLR1G POLR1A POLR3D POLR1D POLR2E POLR2A POLR2H POLR2K POLR2F POLR2L POLR1F POLR2M POLR3C POLR1E POLR3F POLR1B POLR3E POLR3B PIH1D1 POLR1H POLR3K POLR3H PFDN6 RPAP1 RPAP3 PDRG1 CRCP URI1 GPN2 GPN1 RRN3 GPN3 UXT
huMAP3_06427.1,2,Q13352 A8MT69 Q03188 Q6IPU0 Q71F23 Q7L2Z9 Q8N0S6 Q92674 Q96BT3 Q96H22 Q9BS16 Q9BU64 Q9H3R5 P17010,ITGB3BP CENPX CENPC CENPP CENPU CENPQ CENPL CENPI CENPT CENPN CENPK CENPO CENPH ZFX
huMAP3_06428.1,2,O95721 Q9BVG3 Q16623,SNAP29 TRIM62 STX1A
huMAP3_06429.1,2,Q96AT1 Q2TBE0 Q69YN2 Q9BRR8 Q96NB3 Q9BZJ0 O60508 P41223 Q9BRX9 Q9H5Z1 Q9NW64 Q9P013 O95926 Q13573 Q96DF8 Q9HCS7 Q9UNP9 O60306,KIAA1143 CWF19L2 CWF19L1 GPATCH1 ZNF830 CRNKL1 CDC40 BUD31 WDR83 DHX35 RBM22 CWC15 SYF2 SNW1 ESS2 XAB2 PPIE AQR
huMAP3_06430.1,2,Q14CW9 A6NNY8 Q70EK9 Q9NPA8,ATXN7L3 USP27X USP51 ENY2
huMAP3_06431.1,2,Q9NWQ4 O00488 Q9H930 Q9Y6H1 P31269 P62891,GPATCH2L ZNF593 SP140L CHCHD2 HOXA9 RPL39
huMAP3_06432.1,2,Q8NAC3 Q96F81,IL17RC DISP1
huMAP3_06433.1,2,Q9NSE4 Q16822,IARS2 PCK2
huMAP3_06434.1,2,Q00536 Q9UPZ9,CDK16 CILK1
huMAP3_06435.1,2,Q8NDB6 Q8NCU4 Q15672 O43147 Q12798 Q5JVF3,FAM156A;FAM156B CCDC191 TWIST1 SGSM2 CETN1 PCID2
huMAP3_06436.1,2,Q8WV83 Q9H8J5 Q15035 Q9BSA4 P98164,SLC35F5 MANSC1 TRAM2 TTYH2 LRP2
huMAP3_06437.1,2,Q12765 Q13526,SCRN1 PIN1
huMAP3_06438.1,2,Q15776 Q86W11 O14709 Q9UL36,ZKSCAN8 ZSCAN30 ZNF197 ZNF236
huMAP3_06439.1,2,Q8TAE8 Q9NVS2 Q9NYY8 O75394 P49406 Q13084 Q13405 Q14197 Q16540 Q4U2R6 Q6P161 Q6P1L8 Q7Z2W9 Q7Z7F7 Q7Z7H8 Q86TS9 Q8IXM3 Q8N5N7 Q8N983 Q8TCC3 Q96A35 Q96DV4 Q96E29 Q96EH3 Q96EL3 Q96GC5 Q9BQ48 Q9BQC6 Q9BYC8 Q9BYC9 Q9BYD1 Q9BZE1 Q9H0U6 Q9H2W6 Q9H9J2 Q9HD33 Q9NP92 Q9NQ50 Q9NRX2 Q9NWU5 Q9NX20 Q9NYK5 Q9NZE8 Q9P015 Q9P0M9 Q9Y3B7 Q9Y6G3 O95900 P09001 Q5T653 Q96I51 Q9BYD2 Q9BYD3 Q9BYD6 Q96DH6 Q9HC36 Q9NPE2,GADD45GIP1 MRPS18A FASTKD2 MRPL33 MRPL19 MRPL28 MRPL49 MRPL58 MRPL23 MRPL51 MRPL54 MRPL14 MRPL21 MRPL55 MRPL10 MRPL52 MRPL41 MRPL50 MRPL43 MRPL30 MRPL24 MRPL38 MTERF3 MALSU1 MRPL53 MRPL48 MRPL34 MRPL57 MRPL32 MRPL20 MRPL13 MRPL37 MRPL18 MRPL46 MRPL44 MRPL47 MRPS30 MRPL40 MRPL17 MRPL22 MRPL16 MRPL39 MRPL35 MRPL15 MRPL27 MRPL11 MRPL42 TRUB2 MRPL3 MRPL2 RCC1L MRPL9 MRPL4 MRPL1 MSI2 MRM3 NGRN
huMAP3_06440.1,2,Q6ZUJ8 P16333 Q07912,PIK3AP1 NCK1 TNK2
huMAP3_06441.1,2,Q8IUC4 Q9BU70,RHPN2 TRMO
huMAP3_06442.1,2,Q86VH4 Q9BUY5,LRRTM4 ZNF426
huMAP3_06443.1,2,Q96A72 P61326 Q9Y5S9 Q6IQ49 Q9BRP8,MAGOHB MAGOH RBM8A SDE2 PYM1
huMAP3_06444.1,2,Q0GE19 Q2HXU8 Q8NBR0 Q504Y2 Q8N158 Q96H96,SLC10A7 CLEC12B TP53I13 PKDCC GPC2 COQ2
huMAP3_06445.1,2,Q5T5U3 P46940 Q15390,ARHGAP21 IQGAP1 MTFR1
huMAP3_06446.1,2,Q9UI09 Q92508 Q9BTV4 Q9NWS8 Q14165 Q86UP2,NDUFA12 PIEZO1 TMEM43 RMND1 MLEC KTN1
huMAP3_06447.1,2,Q07011 Q8IY95 Q9H9S3 Q9H3S1,TNFRSF9 TMEM192 SEC61A2 SEMA4A
huMAP3_06448.1,2,Q8IZ83 P22061 Q9Y315,ALDH16A1 PCMT1 DERA
huMAP3_06449.1,2,Q8NAT1 O60243 Q9BTN0,POMGNT2 HS6ST1 LRFN3
huMAP3_06450.1,2,Q15038 Q9Y693 O75069,DAZAP2 LHFPL6 TMCC2
huMAP3_06451.1,2,O95238 Q03112,SPDEF MECOM
huMAP3_06452.1,2,Q6P1R3 Q14C86 Q9UJF2 Q99490 Q9P2F5 P23508,MSANTD2 GAPVD1 RASAL2 AGAP2 STOX2 MCC
huMAP3_06453.1,2,O94855 O95486 O95487 P53992 Q15436 Q15437,SEC24D SEC24A SEC24B SEC24C SEC23A SEC23B
huMAP3_06454.1,2,P06731 Q86UW7 P04003 P12429 P22894 Q9UK08,CEACAM5 CADPS2 C4BPA ANXA3 MMP8 GNG8
huMAP3_06455.1,2,Q8IVE3 Q8IYW4,PLEKHH2 ENTHD1
huMAP3_06456.1,2,Q96F63 Q6PID6 Q7RTV0 Q9GZS3,CCDC97 TTC33 PHF5A SKIC8
huMAP3_06457.1,2,Q15014 Q9UBU8 Q8WUU5 O75182 P29375 P51587 Q96QT6 Q7Z589,MORF4L2 MORF4L1 GATAD1 SIN3B KDM5A BRCA2 PHF12 EMSY
huMAP3_06458.1,2,Q9UFG5 P53801 Q14761 Q5QGZ9 O00161 Q5SQN1 Q5T5C0 O14653 O14662 O60499 O75379 O95183 O95249 P51809 P63027 Q12981 Q15836 Q6NUQ1 Q86Y82 Q8WU76 Q8WVM8 Q96AJ9 Q9BV40 Q9NRW7 Q9P2W9 Q9UEU0 A2RRP1 O15155 O15400 O15498 O43264 O43752 P54920 Q12846 Q13190 Q13277 Q99747 Q9H115 Q9NZ43 Q9UNK0 P46459,C19orf25 PTTG1IP PTPRCAP CLEC12A SNAP23 SNAP47 STXBP5 GOSR2 STX16 STX10 VAMP4 VAMP5 GOSR1 VAMP7 VAMP2 BNIP1 VAMP3 RINT1 STX12 SCFD2 SCFD1 VTI1A VAMP8 VPS45 STX18 VTI1B NBAS BET1 STX7 YKT6 ZW10 STX6 NAPA STX4 STX5 STX3 NAPG NAPB USE1 STX8 NSF
huMAP3_06459.1,2,Q96H78 Q67FW5 P20839 Q9C030 Q9NVD3 Q9UQ07,SLC25A44 B3GNTL1 IMPDH1 TRIM6 SETD4 MOK
huMAP3_06460.1,2,P02452 P08123 Q8N7E2,COL1A1 COL1A2 CBLL2
huMAP3_06461.1,2,P12694 Q9UBN7,BCKDHA HDAC6
huMAP3_06462.1,2,Q9GZN4 Q9Y2B5 O75351,PRSS22 VPS9D1 VPS4B
huMAP3_06463.1,2,P43362 A2A368 P43363 P43358 Q9H2G4 Q9UJ04 Q2YD98 Q4VCS5 Q8TC05,MAGEA9;MAGEA9B MAGEB16 MAGEA10 MAGEA4 TSPYL2 TSPYL4 UVSSA AMOT MDM1
huMAP3_06464.1,2,O43493 P19397,TGOLN2 CD53
huMAP3_06465.1,2,Q13263 Q15973 Q2M3X9 Q5JUW0 Q7Z2F6 Q03923,TRIM28 ZNF124 ZNF674 KRBOX4 KRBOX5 ZNF85
huMAP3_06466.1,2,Q86Y33 Q96BZ8,CDC20B LENG1
huMAP3_06467.1,2,O15165 P81408 Q96PU5 Q9NV92 P46934 Q9P2P5 Q96G27,LDLRAD4 ENTREP3 NEDD4L NDFIP2 NEDD4 HECW2 WBP1
huMAP3_06468.1,2,Q8N3F8 Q96B97 Q5HYK7 O15056 Q8IZC4 Q14676,MICALL1 SH3KBP1 SH3D19 SYNJ2 RTKN2 MDC1
huMAP3_06469.1,2,Q9H5I1 Q13111 O15273 P45973 P46100,SUV39H2 CHAF1A TCAP CBX5 ATRX
huMAP3_06470.1,2,Q30154 P01903 Q7L1S5 Q9UN88 O94923,HLA-DRB5 HLA-DRA CHST9 GABRQ GLCE
huMAP3_06471.1,2,P27361 Q5VX71 P49366,MAPK3 SUSD4 DHPS
huMAP3_06472.1,2,P58511 Q6ZUX7 P26717,SMIM11 LHFPL2 KLRC2
huMAP3_06473.1,2,Q5SZD1 Q4KWH8 Q9UPR3,C6orf141 PLCH1 SMG5
huMAP3_06474.1,2,Q14512 P62891,FGFBP1 RPL39
huMAP3_06475.1,2,Q96FH0 Q96GS4 Q9UDT6 Q9ULJ1,BORCS8 BORCS6 CLIP2 ODF2L
huMAP3_06476.1,2,Q96MT3 O75808 Q6ZS30 Q96EQ8 Q9P2G1 Q9Y6H6,PRICKLE1 CAPN15 NBEAL1 RNF125 ANKIB1 KCNE3
huMAP3_06477.1,2,O43809 Q16630 Q92945,NUDT21 CPSF6 KHSRP
huMAP3_06478.1,2,Q0GE19 Q6PCB7 P11912 Q9Y5Y5 O00746 P35520,SLC10A7 SLC27A1 CD79A PEX16 NME4 CBS
huMAP3_06479.1,2,Q8TF42 Q9UJ68,UBASH3B MSRA
huMAP3_06480.1,2,Q13263 Q15973 Q2M3X9 Q5JUW0 Q7Z2F6 Q8TAU3,TRIM28 ZNF124 ZNF674 KRBOX4 KRBOX5 ZNF417
huMAP3_06481.1,2,P09110 Q92968 O00628,ACAA1 PEX13 PEX7
huMAP3_06482.1,2,Q86UK0 Q96JY6 P00488 Q9NR56 Q9NRD9 Q9NUK0,ABCA12 PDLIM2 F13A1 MBNL1 DUOX1 MBNL3
huMAP3_06483.1,2,O15085 Q9NQW7 O43934 P61586,ARHGEF11 XPNPEP1 MFSD11 RHOA
huMAP3_06484.1,2,O43295 Q15121 Q86YA3 P35270,SRGAP3 PEA15 ZGRF1 SPR
huMAP3_06485.1,2,Q8IVW1 Q96NL1 Q04756 Q9H040,ARL17A;ARL17B TMEM74 HGFAC SPRTN
huMAP3_06486.1,2,Q8NBR6 Q9ULU8,MINDY2 CADPS
huMAP3_06487.1,2,O75400 P68400 Q9NP64 Q9UBC1 Q05519 Q9NWB6 P49756 Q6NYC1 Q9P1Y6 Q9UHX1 Q9UQ35 Q8N5F7,PRPF40A CSNK2A1 ZCCHC17 NFKBIL1 SRSF11 ARGLU1 RBM25 JMJD6 PHRF1 PUF60 SRRM2 NKAP
huMAP3_06488.1,2,O14791 O43240 P02654 P08575 Q9Y2J8 O75923,APOL1 KLK10 APOC1 PTPRC PADI2 DYSF
huMAP3_06489.1,2,Q96MN9 P20648,ZNF488 ATP4A
huMAP3_06490.1,2,Q96H78 Q67FW5 P20839 Q8TBH0 Q9C030 Q9NVD3,SLC25A44 B3GNTL1 IMPDH1 ARRDC2 TRIM6 SETD4
huMAP3_06491.1,2,Q8N4U5 A6NHL2,TCP11L2 TUBAL3
huMAP3_06492.1,2,Q96P53 Q9NQG6,WDFY2 MIEF1
huMAP3_06493.1,2,O14683 Q8N370 Q9H330 P98198 O43306 Q9GZM5 Q9HC97 Q7Z7B1,TP53I11 SLC43A2 TMEM245 ATP8B2 ADCY6 YIPF3 GPR35 PIGW
huMAP3_06494.1,2,P46060 Q15398 Q9BXS6 P0DJD0 P0DJD1 P61956 P63279 P18754 P61769 P62826,RANGAP1 DLGAP5 NUSAP1 RGPD1 RGPD2 SUMO2 UBE2I RCC1 B2M RAN
huMAP3_06495.1,2,Q8N9N7 Q9H9A6 Q8N6M6,LRRC57 LRRC40 AOPEP
huMAP3_06496.1,2,O94851 Q13093 Q92932 O43147 Q16849 Q9NX62,MICAL2 PLA2G7 PTPRN2 SGSM2 PTPRN BPNT2
huMAP3_06497.1,2,P41732 Q8NFI3 Q8N7P1,TSPAN7 ENGASE PLD5
huMAP3_06498.1,2,Q969S0 Q96FL8 Q7L8S5 Q99679 Q13467 Q9H6D3,SLC35B4 SLC47A1 OTUD6A GPR21 FZD5 XKR8
huMAP3_06499.1,2,Q5VYY1 Q9ULZ3 Q9UIL8 P01031,ANKRD22 PYCARD PHF11 C5
huMAP3_06500.1,2,Q00587 P04350,CDC42EP1 TUBB4A
huMAP3_06501.1,2,Q8IUC8 Q9BY71,GALNT13 LRRC3
huMAP3_06502.1,2,Q8N7C3 Q6P2D0,TRIML2 ZFP1
